27,55,103,20,178,"1,754",10,"7,873"
28,368,229,23,620,"5,006",12,"25,223"
29,22,55,3,80,263,30,"1,811"
30,65,38,6,109,"1,157",9,"5,100"
31,167,114,43,324,"1,736",19,"9,674"
32,116,75,9,200,922,22,"4,559"
33,305,143,7,455,"3,157",14,"16,768"
34,80,34,8,122,"1,273",10,"6,423"
35,66,71,5,142,"1,399",10,"6,564"
36,137,48,0,185,"1,794",10,"8,714"
361,19,25,0,44,425,10,"2,076"
37,104,160,8,272,"2,696",10,"12,292"
371,70,60,5,135,"1,521",9,"6,640"
38,88,11,5,104,"1,153",9,"7,494"
39,61,37,2,100,426,23,"2,741"
391,35,78,0,113,232,49,"3,682"
40,150,112,6,268,467,57,"2,535"
41,110,166,35,311,"2,351",13,"11,650"
411,39,66,4,109,892,12,"5,598"
,,,,,,,5

"2017 Elk Harvest, Hunters and Recreation Days for All Manners of Take",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
42,329,333,29,691,"4,289",16,"22,263"
421,306,203,19,528,"3,864",14,"23,105"
43,211,130,10,351,"3,019",12,"16,188"
44,90,31,3,124,"1,269",10,"7,001"
444,133,82,8,223,"1,487",15,"9,378"
45,78,9,0,87,"1,268",7,"7,229"
46,17,6,1,24,257,9,"1,553"
461,6,0,0,6,125,5,"1,207"
47,96,38,11,145,756,19,"3,916"
471,22,30,6,58,298,19,"1,327"
48,66,54,12,132,433,30,"2,480"
481,87,25,0,112,630,18,"4,332"
49,144,118,26,288,901,32,"5,095"
50,57,65,13,135,807,17,"4,307"
500,88,88,10,186,819,23,"4,509"
501,67,32,3,102,521,20,"3,310"
51,65,68,3,136,487,28,"3,026"
511,79,76,1,156,"1,673",9,"10,733"
512,0,2,0,2,4,50,37
52,104,56,3,163,"1,707",10,"9,501"
521,279,240,31,550,"3,681",15,"20,644"
53,243,140,5,388,"2,223",17,"12,692"
54,277,75,0,352,"2,317",15,"11,725"
55,301,190,13,504,"3,548",14,"18,390"
551,150,85,21,256,"1,744",15,"9,257"
56,36,31,0,67,491,14,"3,029"
561,35,20,0,55,283,19,"1,592"
57,69,39,0,108,703,15,"4,442"
58,76,64,0,140,644,22,"3,513"
581,101,42,0,143,"1,476",10,"7,449"
59,59,17,0,76,650,12,"3,331"
591,35,4,4,43,239,18,912
60,34,12,2,48,394,12,"1,942"
61,220,283,30,533,"1,133",47,"5,864"
62,490,155,15,660,"4,971",13,"29,650"
63,110,165,0,275,"1,337",21,"7,992"
64,95,59,12,166,972,17,"4,412"
65,324,296,20,640,"2,878",22,"15,379"
66,267,151,17,435,"1,410",31,"7,138"
67,151,66,4,221,"1,340",16,"6,891"
68,151,37,0,188,"2,218",8,"12,149"
681,70,49,0,119,"1,401",8,"7,798"
682,46,23,0,69,155,45,540
69,29,51,9,89,538,17,"2,560"
691,6,0,0,6,121,5,668
70,499,395,42,936,"4,224",22,"21,535"
71,274,183,4,461,"3,517",13,"19,489"
711,186,114,23,323,"2,027",16,"10,411"
72,24,26,0,50,590,8,"3,225"
73,64,71,0,135,938,14,"5,408"
74,213,61,9,283,"2,183",13,"12,277"
741,54,38,0,92,399,23,"3,036"
75,164,65,5,234,"1,921",12,"9,817"
751,130,84,0,214,"1,369",16,"6,926"
76,258,125,6,389,"1,049",37,"5,500"
77,331,73,10,414,"3,199",13,"17,501"
,,,,,,,6

"2017 Elk Harvest, Hunters and Recreation Days for All Manners of Take",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
771,63,13,0,76,641,12,"3,027"
78,384,91,4,479,"3,079",16,"16,734"
79,34,23,5,62,824,8,"4,078"
791,38,13,0,51,111,46,275
80,336,108,0,444,"3,261",14,"19,518"
81,336,102,7,445,"3,664",12,"20,484"
82,230,229,25,484,"2,167",22,"9,825"
83,233,271,11,515,"1,644",31,"7,212"
84,123,92,22,237,872,27,"5,283"
85,334,370,21,725,"3,330",22,"19,757"
851,100,119,2,221,741,30,"3,845"
86,119,134,15,268,"2,182",12,"13,576"
861,66,49,11,126,690,18,"3,807"
87,6,6,4,16,121,13,858
88,0,0,0,0,15,0,65
89,0,0,0,0,16,0,43
92,0,0,0,0,4,0,29
94,2,0,0,2,4,50,38
95,0,0,0,0,2,0,7
951,0,0,0,0,6,0,26
96,0,0,0,0,13,0,77
98,4,0,0,4,18,22,46
100,0,0,0,0,4,0,40
101,0,0,0,0,8,0,34
102,0,0,0,0,7,0,33
104,36,48,5,89,213,42,"1,474"
105,22,7,2,31,113,27,"1,187"
106,2,0,0,2,17,12,51
107,0,0,0,0,7,0,338
109,0,0,0,0,4,0,11
110,24,0,2,26,74,35,936
111,0,0,0,0,11,0,130
112,0,0,0,0,13,0,391
113,0,0,0,0,2,0,10
114,0,0,0,0,4,0,22
115,0,0,0,0,2,0,133
116,0,0,0,0,4,0,27
117,0,0,0,0,6,0,24
118,2,0,0,2,20,10,252
119,0,0,0,0,4,0,13
120,0,0,0,0,2,0,7
121,0,0,0,0,2,0,44
122,2,0,0,2,11,18,167
123,15,4,0,19,53,36,387
124,2,2,0,4,18,22,124
125,2,0,0,2,24,8,470
126,0,0,0,0,26,0,213
127,0,0,0,0,19,0,168
128,4,25,0,29,245,12,"2,002"
129,2,0,0,2,8,25,22
130,18,2,0,20,82,24,551
132,2,0,0,2,13,15,78
133,8,3,0,11,79,14,524
134,0,2,0,2,39,5,168
135,9,2,0,11,78,14,445
136,23,7,0,30,132,23,900
,,,,,,,7

"2017 Elk Harvest, Hunters and Recreation Days for All Manners of Take",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
137,19,7,0,26,70,37,221
138,2,0,0,2,9,22,28
139,0,0,0,0,6,0,8
140,64,37,0,101,392,26,"2,027"
141,21,14,0,35,74,47,293
142,31,3,0,34,162,21,776
143,36,4,0,40,94,43,827
144,2,2,2,6,54,11,392
145,0,2,0,2,35,6,262
146,4,4,0,8,90,9,684
147,11,2,0,13,62,21,324
Total,"21,330","15,564","1,661","38,555","223,269",17,"1,161,216"
"2017 Elk Harvest, Hunters and Recreation Days for All Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
1,6,20,3,29,73,40,294
2,32,57,9,98,161,61,674
201,26,50,4,80,185,43,690
3,260,317,23,600,"3,583",17,"14,821"
301,92,104,9,205,"1,866",11,"7,806"
4,518,618,68,"1,204","4,456",27,"18,941"
441,383,336,13,732,"1,950",38,"7,700"
5,307,133,16,456,"1,387",33,"4,883"
6,194,239,39,472,"2,554",18,"10,634"
7,127,66,0,193,"1,045",18,"4,511"
8,205,56,2,263,"1,256",21,"5,863"
9,32,34,5,71,176,40,"1,347"
10,28,279,15,322,572,56,"2,831"
11,408,465,60,933,"4,109",23,"17,270"
211,348,221,35,604,"2,267",27,"10,065"
12,644,629,44,"1,317","4,970",26,"20,768"
13,274,204,65,543,"1,833",30,"7,873"
131,69,112,8,189,879,22,"3,821"
231,88,150,3,241,"1,256",19,"5,532"
14,160,90,13,263,"1,397",19,"6,239"
214,215,285,54,554,"1,550",36,"5,572"
15,225,176,20,421,"3,193",13,"15,587"
16,75,123,32,230,"1,115",21,"4,477"
161,133,153,35,321,"1,733",19,"7,103"
17,116,139,20,275,"1,559",18,"5,945"
171,68,98,0,166,"1,248",13,"5,104"
18,298,159,42,499,"4,285",12,"18,325"
181,44,60,5,109,"1,203",9,"4,879"
19,74,45,7,126,882,14,"4,709"
191,20,35,0,55,601,9,"3,149"
20,117,226,12,355,738,48,"7,444"
21,195,150,9,354,"1,712",21,"7,386"
22,243,155,51,449,"2,215",20,"10,945"
23,332,316,41,689,"3,906",18,"17,260"
24,352,79,31,462,"3,095",15,"12,773"
25,139,60,0,199,"1,315",15,"6,297"
,,,,,,,8

"2017 Elk Harvest, Hunters and Recreation Days for All Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
26,83,38,0,121,967,13,"4,409"
27,40,84,20,144,"1,219",12,"4,915"
28,237,196,19,452,"3,367",13,"13,852"
29,10,50,1,61,182,34,"1,324"
30,46,34,4,84,965,9,"3,950"
31,126,97,43,266,"1,386",19,"7,512"
32,76,60,5,141,630,22,"2,850"
33,220,121,5,346,"2,451",14,"11,277"
34,61,19,8,88,899,10,"4,068"
35,46,57,5,108,979,11,"4,316"
36,95,36,0,131,"1,067",12,"4,404"
361,17,17,0,34,300,11,"1,346"
37,65,133,0,198,"1,637",12,"5,956"
371,40,48,5,93,962,10,"3,604"
38,48,11,1,60,653,9,"4,049"
39,32,34,2,68,273,25,"1,726"
391,14,78,0,92,190,48,"3,392"
40,97,107,6,210,351,60,"1,725"
41,84,158,31,273,"1,779",15,"8,245"
411,35,43,4,82,662,12,"4,360"
42,254,282,29,565,"3,107",18,"14,616"
421,215,145,19,379,"2,620",14,"14,963"
43,125,123,10,258,"1,978",13,"9,386"
44,58,20,3,81,706,11,"3,338"
444,101,71,8,180,978,18,"5,892"
45,50,9,0,59,652,9,"2,877"
46,9,6,1,16,169,9,880
461,0,0,0,0,73,0,778
47,72,30,7,109,477,23,"2,147"
471,22,15,6,43,148,29,495
48,45,50,6,101,277,36,"1,171"
481,69,23,0,92,481,19,"3,183"
49,91,81,26,198,627,32,"2,876"
50,47,65,9,121,646,19,"3,103"
500,52,83,10,145,580,25,"2,650"
501,44,30,0,74,371,20,"1,981"
51,43,63,3,109,343,32,"2,080"
511,53,55,1,109,"1,026",11,"5,868"
512,0,2,0,2,4,50,37
52,81,45,3,129,"1,196",11,"6,320"
521,144,180,23,347,"2,333",15,"11,234"
53,149,95,5,249,"1,303",19,"6,656"
54,240,56,0,296,"1,946",15,"9,279"
55,233,148,9,390,"2,681",15,"12,395"
551,103,70,18,191,"1,422",13,"6,827"
56,25,22,0,47,356,13,"2,008"
561,24,16,0,40,173,23,800
57,47,37,0,84,522,16,"2,839"
58,49,55,0,104,477,22,"2,338"
581,80,42,0,122,"1,083",11,"5,309"
59,49,13,0,62,417,15,"1,888"
591,31,4,4,39,138,28,542
60,34,12,2,48,326,15,"1,586"
61,164,269,26,459,961,48,"4,319"
62,309,101,15,425,"3,282",13,"16,380"
63,82,125,0,207,947,22,"5,105"
,,,,,,,9

"2017 Elk Harvest, Hunters and Recreation Days for All Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
64,62,56,9,127,781,16,"3,294"
65,249,264,20,533,"2,028",26,"9,611"
66,218,139,13,370,"1,189",31,"5,552"
67,122,60,4,186,"1,216",15,"6,055"
68,107,35,0,142,"1,732",8,"8,717"
681,50,42,0,92,984,9,"4,896"
682,46,23,0,69,143,48,491
69,17,51,9,77,435,18,"1,933"
691,4,0,0,4,84,5,434
70,382,329,34,745,"3,278",23,"15,738"
71,174,123,2,299,"2,084",14,"9,536"
711,171,106,19,296,"1,676",18,"7,859"
72,24,19,0,43,457,9,"2,263"
73,37,53,0,90,624,14,"3,058"
74,140,34,9,183,"1,236",15,"5,934"
741,44,34,0,78,293,27,"2,122"
75,117,51,5,173,"1,347",13,"6,072"
751,99,69,0,168,"1,005",17,"4,512"
76,170,118,6,294,813,36,"3,555"
77,266,50,6,322,"2,372",14,"11,666"
771,55,6,0,61,515,12,"2,342"
78,255,51,0,306,"1,884",16,"8,746"
79,32,23,5,60,623,10,"2,759"
791,38,13,0,51,100,51,207
80,234,64,0,298,"2,172",14,"10,747"
81,173,47,3,223,"2,102",11,"10,113"
82,158,222,17,397,"1,521",26,"5,875"
83,205,264,7,476,"1,391",34,"5,614"
84,84,88,22,194,695,28,"3,816"
85,239,321,17,577,"2,281",25,"12,543"
851,92,107,2,201,554,36,"2,766"
86,74,117,15,206,"1,478",14,"8,933"
861,50,47,11,108,441,24,"2,321"
87,6,6,4,16,113,14,781
88,0,0,0,0,11,0,27
89,0,0,0,0,4,0,9
92,0,0,0,0,4,0,29
94,2,0,0,2,4,50,38
95,0,0,0,0,2,0,7
951,0,0,0,0,2,0,7
96,0,0,0,0,13,0,77
98,4,0,0,4,18,22,46
101,0,0,0,0,4,0,22
102,0,0,0,0,7,0,33
104,33,48,5,86,197,44,"1,389"
105,22,7,2,31,109,28,"1,147"
106,2,0,0,2,13,15,31
107,0,0,0,0,7,0,338
109,0,0,0,0,4,0,11
110,24,0,2,26,70,37,920
111,0,0,0,0,7,0,126
112,0,0,0,0,13,0,391
113,0,0,0,0,2,0,10
114,0,0,0,0,4,0,22
115,0,0,0,0,2,0,133
116,0,0,0,0,4,0,27
,,,,,,,10

"2017 Elk Harvest, Hunters and Recreation Days for All Rifle Seasons",,,,,,,
,,,,Total,Total,Percent,Total
Unit,Bulls,Cows,Calves,Harvest,Hunters,Success,Rec. Days
117,0,0,0,0,2,0,4
118,2,0,0,2,4,50,135
119,0,0,0,0,4,0,13
120,0,0,0,0,2,0,7
121,0,0,0,0,2,0,44
122,2,0,0,2,11,18,167
123,11,4,0,15,45,33,325
124,2,2,0,4,18,22,124
125,2,0,0,2,24,8,470
126,0,0,0,0,18,0,190
127,0,0,0,0,15,0,152
128,4,25,0,29,216,13,"1,884"
129,2,0,0,2,4,50,7
130,18,2,0,20,82,24,551
132,2,0,0,2,9,22,62
133,8,3,0,11,41,27,382
134,0,2,0,2,26,8,92
135,9,2,0,11,70,16,362
136,23,7,0,30,128,23,880
137,19,7,0,26,70,37,221
138,2,0,0,2,9,22,28
139,0,0,0,0,6,0,8
140,38,28,0,66,218,30,923
141,16,14,0,30,57,53,226
142,31,3,0,34,147,23,670
143,36,4,0,40,94,43,827
144,2,2,2,6,54,11,392
145,0,2,0,2,35,6,262
146,4,4,0,8,90,9,684
147,11,2,0,13,62,21,324
Total,"16,038","13,503","1,445","30,986","163,781",19,"767,061"
,,,,,,,11

"2017 Elk Harvest, Hunters and Recreation Days for All Ranching for Wildlife Seasons",,,,,,,
Unit,Bulls,Cows,Calves,"Total
Harvest","Total
Hunters","Percent
Success","Total
Rec. Days"
3,117,122,11,250,333,75,738
301,28,20,0,48,135,36,511
4,56,99,6,161,192,84,416
441,158,80,9,247,395,63,"1,169"
5,95,80,14,189,214,88,286
6,35,33,4,72,125,58,482
10,4,17,2,23,23,100,54
11,79,85,3,167,203,82,521
211,22,10,0,32,58,55,194
12,84,39,3,126,200,63,500
214,130,131,12,273,449,61,791
23,19,5,2,26,37,70,73
25,32,24,0,56,167,34,579
40,34,12,3,49,59,83,203
83,74,90,0,164,276,59,394
84,24,8,2,34,43,79,218
85,1,13,2,16,23,70,95
851,34,43,2,79,114,69,202
104,18,11,0,29,38,76,79
Total,"1,044",922,75,"2,041","3,084",66,"7,505"
"2017 Elk Harvest, Hunters and Recreation Days for Early High Country Seasons",,,,,,,
Unit,Bulls,Cows,Calves,"Total
Harvest","Total
Hunters","Percent
Success","Total
Rec. Days"
1,6,0,0,6,10,60,48
2,29,0,0,29,32,91,157
201,25,0,0,25,27,93,130
10,24,0,0,24,29,83,120
61,17,2,0,19,26,73,113
76,17,0,0,17,19,89,62
Total,118,2,0,120,143,84,630
"2017 Elk Harvest, Hunters and Recreation Days for Late Seasons (Includes PLOs)",,,,,,,
Unit,Bulls,Cows,Calves,"Total
Harvest","Total
Hunters","Percent
Success","Total
Rec. Days"
1,0,2,0,2,5,40,16
2,0,13,3,16,23,70,72
